"Territorial emissions in tCO₂ per person"
;EU28;World;Austria;China;France;Germany;Italy;Switzerland;"United States of America"
1995;8.7268969183319;4.0002656251058;8.0356730517598;2.6332378901133;6.8776027165785;11.571636025749;7.894111893047;6.1856444195896;20.474429218053
1996;8.926537539583;4.0337334865213;8.4403911615851;2.726717764124;7.1143899585517;11.791937785437;7.7680266197586;6.2452088342829;20.930487477719
1997;8.7315949733408;4.0461993329186;8.3971170474933;2.7119679655738;6.9677713481326;11.439864207875;7.859864966803;6.0683059858864;20.959664106274
1998;8.7072144989123;4.0049424359035;8.339010452615;2.5767679157339;7.280250277628;11.342493386932;8.0526978252306;6.2700637669574;20.876351378592
1999;8.5614535676337;3.944467541107;8.150550116487;2.5545850610277;7.1763762244208;11.007179141228;8.1252464039474;6.2256670342527;20.91444659616
2000;8.5921785292788;3.9965277735179;8.2116041141733;2.6101133793772;7.0569601655987;11.056386053183;8.2167415867439;6.084886113921;21.280044627406
2001;8.7175051373342;4.0392631986756;8.692651339607;2.6539965757866;7.1085561690482;11.252434634641;8.2808552312129;6.2581939929346;20.721100424254
2002;8.6424344445394;4.0453166078813;8.8692950393956;2.9126009855105;6.9891069958965;11.039510822127;8.26461469696;5.999311974162;20.67307739631
2003;8.7994055221901;4.2101577339318;9.5114490820039;3.4082221859876;7.0685733170667;11.041848472015;8.452377375652;6.1224293883632;20.657755000606
2004;8.7878929758897;4.3624796485041;9.4991301363486;3.9009628832569;7.0446970382173;10.866907406327;8.4713275923236;6.1558159130896;20.874529333362
2005;8.7085373309516;4.4717507916453;9.6159517304465;4.3667265629487;7.0653559547897;10.618469411152;8.4211320329416;6.1778538759792;20.777339029893
2006;8.6880626345731;4.5723930859824;9.2566026553656;4.7981525470966;6.8530854960453;10.776837083352;8.289625692975;6.0637791795046;20.321290768199
2007;8.5638368227644;4.6045657412784;8.9068855623396;5.1329653670852;6.6638487628095;10.475159973101;8.1008794100892;5.7351516951975;20.396147742558
2008;8.3328568169073;4.6946730032939;8.8513181042095;5.4857976552805;6.5264499591342;10.531382452545;7.8662746039507;5.8469839511919;19.555973780712
2009;7.6257409014741;4.5860242264518;8.0624604093793;5.7384771163866;6.1725538644286;9.7567779763092;6.9738342972007;5.6258490678945;17.954326704916
2010;7.8423602278581;4.7522057087718;8.6068417299558;6.2515247690536;6.3132013491417;10.305792888874;7.1132525172901;5.7514385586974;18.471520561544
2011;7.5381265233841;4.8782229185827;8.2880410370663;6.8653270157908;5.8852470551197;10.018070283952;6.9182060105861;5.1674053622122;17.909281499941
2012;7.4102002131703;4.8987685095951;7.9437650366044;7.0054602781709;5.8785880983766;10.055943394825;6.5622842826396;5.2605373477745;17.127748432069
2013;7.2273892316027;4.8808823704355;7.9275971340843;7.0845930649535;5.8551171147484;10.246004747497;6.0903650197761;5.3099263538659;17.492776655859
2014;6.8861233825083;4.864842842649;7.4425648830911;7.0644465250914;5.3523786443749;9.7390981874265;5.8483224523051;4.7678698517272;17.527321858429
2015;6.9429510874293;4.8032919321367;7.6859818287553;6.9550960709677;5.4014709698611;9.7552290883798;5.9740846580743;4.6561989882171;16.943763632276
2016;6.8931082473393;4.7777246632282;7.7365748495461;6.914482989821;5.4094710671348;9.7876605060446;5.8947226227966;4.6662839681166;16.484163856368
2017;6.9628215350838;4.7883452410495;8.0066597576565;6.9802288506269;5.4832745220081;9.7348931897597;5.988119926078;4.7279349174523;16.24094871907

Sources
Territorial;"<p><b>CDIAC:</b> Boden, TA, Marland, G and Andres, RJ 2017. Global, Regional, and National Fossil-Fuel CO2 Emissions, Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tenn., USA. DOI: 10.3334/CDIAC/00001_V2017. Available at: <a href=""http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html"" target=""_blank"">http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html</a>
<br /><br />
<b>UNFCCC, 2017. </b> National Inventory Submissions 2017. United Nations Framework Convention on Climate Change. Available at: </b><a href=""http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php""_blank"">http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php</a>, accessed June 2017.
<br /><br />
<b>BP, 2017.</b> Statistical Review of World Energy. Available at: </b><a href=""http://www.bp.com/en/global/corporate/energy-economics.html""_blank"">http://www.bp.com/en/global/corporate/energy-economics.html</a>
<br /><br />
The use of data is conditional on citing the original data sources. Data for years 2015 and 2016 are preliminary."
Population;"UN: United Nations Population Division - World Population Prospects: The 2012 Revision, 2013
http://esa.un.org/unpd/wpp/Excel-Data/population.htm

The use of data is conditional on citing the original data sources"
